NO,TANGGAL,JUDUL KONTEN,JENIS KONTEN,KATEGORI DALAM AGSET BUMN,JENIS MEDIA PLAN,AKTUALISASI,MEDIA,Jenis Konten,HIGHLIGHT/CAPTIONS,LINK,CREATOR,PROCESS,KETERANGAN/JENIS KONTEN
,06 Maret 2024,Dirgahayu Komando Cadangan Strategis Angkatan Darat (KOSTRAD),Hari Penting,,,Realisasi,Instagram,Infografis,"Halo #Sobat ASABRI

Dirgahayu Komando Cadangan Strategis Angkatan Darat (KOSTRAD)

6 Maret 1961 - 6 Maret 2024

""Yudha Nirbaya Bhakti”
Petarung Militan Penjaga Kedaulatan NKRI""

#Dirgahayu63Kostrad
#KitaBerkualitasKitaHebat
#BUMNuntukIndonesia",https://www.instagram.com/p/C4J_eNqP4E6/,,,
,06 Maret 2024,ASABRI telah menjalin kerja sama dengan Fakultas Manajemen Pertahanan Universitas Pertahanan Republik Indonesia,Campaign ASABRI,,,Realisasi,Instagram,Infografis,"ASABRI telah menjalin kerja sama dengan Fakultas Manajemen Pertahanan Universitas Pertahanan Republik Indonesia dalam rangka implementasi Tridharma dan peningkatan kualitas Sumber Daya Manusia.

Kerja sama tersebut mencakup bidang penelitian, bidang pendidikan, bidang pengabdian kepada masyarakat, dan bidang peningkatan kualitas sumber daya manusia.

Kerja sama ini juga merupakan salah satu bentuk kontribusi ASABRI #untukIndonesia dalam rangka mendukung Program Pemerintah yaitu mewujudkan Tujuan Pembangunan Berkelanjutan dibidang Pendidikan dan bidang Sosial.

#KitaBerkualitasKitaHebat 
#ASABRIuntukIndonesia 
#BUMNuntukIndonesia",https://www.instagram.com/p/C4Jn2BKyG4u/,,,
,06 Maret 2024,"Kekuatan baru diperoleh PT ASABRI (Persero) melalui penguatan Jajaran Dewan Komisaris, yaitu Komjen. Pol. (Purn) Dr. Drs. Arief Sulistyanto, M.Si., selaku Komisaris Independen,",Campaign ASABRI,,,Realisasi,Instagram,Infografis,"Kekuatan baru diperoleh PT ASABRI (Persero) melalui penguatan Jajaran Dewan Komisaris, yaitu Komjen. Pol. (Purn) Dr. Drs. Arief Sulistyanto, M.Si., selaku Komisaris Independen, berdasarkan Salinan Keputusan Menteri Badan Usaha Milik Negara Selaku Rapat Umum Pemegang Saham Perusahaan Perseroan (Persero) PT ASABRI Nomor SK-36/MBU/02/2024. 

Kolaborasi Komjen. Pol. (Purn) Dr. Drs. Arief Sulistyanto, M.Si. sebagai Komisaris Independen bersama jajaran Dewan Komisaris dan Direksi diharapkan dapat lebih meningkatkan kualitas layanan kepada Peserta, berkolaborasi dalam melakukan transformasi, dan peningkatan inovasi berbasis digital. Terus Belajar, Bertumbuh, dan Berkontribusi #untukIndonesia 

#KitaBerkualitasKitaHebat 
#ASABRIuntukIndonesia 
#BUMNuntukIndonesia",https://www.instagram.com/p/C4KnecDvtA0/,,,
,08 Maret 2024,Jurnal Layanan Kantor Cabang ASABRI.,Campaign ASABRI,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI

ASABRI senantiasa berupaya untuk meningkatkan kualitas layanan kepada Peserta ASABRI di Seluruh Indonesia, dengan melakukan beragam kegiatan dan layanan melalui Kantor Cabang ASABRI.

Untuk itu, yuk kita cek bersama, kegiatan ASABRI melalui Jurnal Layanan Kantor Cabang ASABRI.

ASABRI #UntukIndonesia
""Sahabat Perjuangan Anda Sepanjang Masa"".

#JurnalLayananASABRI
#KegiatanKancabASABRI 
#KitaBerkualitasKitaHebat
#ASABRIUntukIndonesia
#BUMNUntukIndonesia",https://www.instagram.com/p/C4O-rqRvpVM/,,,
,10 Maret 2024,Pemberitahuan penutupan layanan Sehubungan dengan Hari Libur Nasional dan Cuti Bersama Hari Raya Nyepi Tahun Baru Saka 1946,Campaign ASABRI,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI

Sehubungan dengan Hari Libur Nasional dan Cuti Bersama Hari Raya Nyepi Tahun Baru Saka 1946, Layanan dan Operasional Kantor ASABRI TUTUP pada tanggal 11 s.d.12 Maret 2024.

Layanan dan Operasional Buka Kembali pada tanggal 13 Maret 2024.

Selamat Hari Raya Nyepi Tahun Baru Saka 1946.

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C4UE3x6vOS9/,,,
,11 Maret 2024,Selamat Hari Raya Nyepi Tahun Baru Saka 1946,Hari Besar Nasional,,,Realisasi,Instagram,Infografis,"Rahajeng Nyanggra Rahina Suci Nyepi 2024.

Selamat Hari Raya Nyepi Tahun Baru Saka 1946 #SobatASABRI dan #InsanBUMN. Semoga kita dapat memasuki dunia yang penuh kedamaian dan keheningan yang dapat menenangkan serta memperdamaikan hati kita.

Dumogi Ida Sang Hyang Widhi Wasa ngamertanin iraga sareng sami.

#KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia 
#Nyepi",https://www.instagram.com/p/C4WmN11PoFo/,,,
,11 Maret 2024,Selamat Menunaikan Ibadah Puasa Ramadhan 1445 Hijriah,Hari Besar Nasional,,,Realisasi,Instagram,Video,"Halo #SobatASABRI dan #InsanBUMN.

Pucuk selasih bertunas menjulang
Dahannya patah tolong betulkan
Puasa Ramadan kembali datang
Salah dan khilaf mohon dimaafkan

Selamat Menunaikan Ibadah Puasa Ramadhan 1445 Hijriah

Marhaban Ya Ramadhan
Siapkan hati untuk mendekatkan diri kepada-Nya. Mari bersama menjadi Insan yang berkualitas dan hebat.

#SelamatRamadhan
#KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.instagram.com/p/C4XmOmuvm1j/,,,
,12 Maret 2024,"Manajemen PT ASABRI (Persero) mengucapkan
Selamat Menunaikan Ibadah Puasa Ramadhan
1445 Hijriah
",Campaign ASABRI,,,Realisasi,Instagram,Video,"Halo #SobatASABRI dan #InsanBUMN

Manajemen PT ASABRI (Persero) mengucapkan 
Selamat Menunaikan Ibadah Puasa Ramadhan
1445 Hijriah

Mari bersama jadikan bulan suci ramadhan untuk meningkatkan ketakwaan sehingga kita dapat menjadi Insan yang berkualitas dan hebat.

#SelamatRamadhan
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C4Zw7hgLUbs/,,,
,12 Maret 2024,Pendaftaran Mudik Asyik BUMN bersama ASABRI akhirnya dibuka mulai 13 Maret 2024!,Campaign Bersama BUMN,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI dan #InsanBUMN

Bunga melati tumbuh dekat telaga
Kabar yang dinanti akhirnya datang juga

Pendaftaran Mudik Asyik BUMN bersama ASABRI akhirnya dibuka mulai 13 Maret 2024!

Ayo Segera Daftar!
Terbuka bagi Peserta ASABRI Aktif dan Pensiun serta  Masyarakat Umum.

Terus ikuti update informasi seputar mudik bersama BUMN 2024.

Nanti kita cerita tentang asyiknya mudik bersama ASABRI.

#MudikAsyikBersamaBUMN2024
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C4aQ24dSok0,,,
,13 Maret 2024,Informasi Jam Layanan Operasional  Selama Bulan Ramadhan 1445 H,Campaign ASABRI,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI 

Bagi Sobat ASABRI yang ingin mengunjungi Kantor Cabang ASABRI selama bulan Ramadhan, silahkan simak waktu operasional layanan berikut (berlaku sesuai Zona masing-masing) ya Sobat.

Selamat menjalankan ibadah puasa dibulan suci Ramadhan🙏🏻😇

#WaktuLayananRamadhanASABRI 
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C4bvXSYSpO1/,,,
,14 Maret 2024,ASABRI Berkomitmen Penuh dalam Penerapan  Good Corporate Governance bersama BPKP,Campaign Bersama BUMN,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI

Sebagai salah satu upaya dalam komitmen penerapan Tata Kelola Perusahaan yang Baik atau Good Corporate Governance, ASABRI bersinergi dengan BPKP melalui penandatanganan Nota Kesepahaman tentang Pengembangan dan Penguatan Tata Kelola Perusahaan, Manajemen Risiko, dan Pengendalian Intern di Lingkungan PT ASABRI (Persero).

Langkah ini merupakan salah satu upaya penguatan tata kelola ASABRI dalam mendukung perjalanan menuju Indonesia Emas Tahun 2045.

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C4fFzt0vTqA/,,,
,15 Maret 2024,Program #DedikasiASABRIuntukIndonesia Berkolaborasi bersama 50 (lima puluh) Generasi Muda yang merupakan Putra-Putri Peserta ASABRI,Campaign ASABRI,,,Realisasi,Instagram,Video,"Halo #SobatASABRI dan #InsanBUMN

Setiap langkah adalah DEDIKASI. Memberikan kebermanfaatan untuk diri kita, keluarga, masyarakat, dan Indonesia. 

Program #DedikasiASABRIuntukIndonesia adalah langkah nyata ASABRI untuk mendukung Sustainable Development Goals (SDGs) 4 yaitu Pendidikan Berkualitas.

Berkolaborasi bersama 50 (lima puluh) Generasi Muda yang merupakan Putra-Putri Peserta ASABRI, Program #DedikasiASABRIuntukIndonesia membawa semangat untuk terus belajar, bertumbuh, dan berkontribusi dengan menjadi Duta yang mengedukasi masyarakat melalui konten kreatif tentang Produk, Layanan, dan Manfaat ASABRI. Para Duta Edukasi ASABRI juga mendapatkan pengalaman dan pembelajaran langsung dengan mengaktualisasikan dirinya secara aktif dan kreatif di ASABRI sebagai BUMN.

Lebih dari sekadar program Tanggung Jawab Sosial dan Lingkungan (TJSL), #DedikasiASABRIuntukIndonesia menjadi akselerasi untuk menyebarkan kebermanfaatan dan mendekatkan ASABRI kepada masyarakat.

Inilah #DedikasiASABRIuntukIndonesia
Langkah Nyata ASABRI,
Mendukung Pendidikan Berkualitas,
untuk menyambut Indonesia Emas

#DutaEdukasiASABRI
#DedikasiASABRIuntukIndonesia
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C4hCeBov6U1/,,,
,17 Maret 2024,Selamat Hari Perawat Nasional,Hari Penting,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI

Selamat Hari Perawat Nasional

17 Maret 2024

""Tahun Emas PPNI, Peduli Untuk Bersinergi""

Terima kasih kepada semua perawat yang bekerja keras setiap hari untuk memberikan perawatan yang luar biasa kepada pasien-pasien dan Peserta ASABRI. Perawat adalah pilar penting dalam kualitas sistem kesehatan nasional.

#HariPerawatNasional
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C4nZfqMvU1N/,,,
,18 Maret 2024,Semangat Hari Senin...,Senin Semangat,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI dan #InsanBUMN

Semangat Hari Senin...
Hadapi semua dengan senyuman dan iringi dengan doa.
Melangkah optimis untuk menjadi Insan berkualitas dan hebat.

#SelamatHariSenin
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C4o6Yehv4b8/,,,
,19 Maret 2024,"ASABRI melaksanakan Rapat Koordinasi Teknis (Rakornis) Tahun 2024 di The GAIA Hotel, Bandung.",Campaign ASABRI,,,Realisasi,Instagram,Video,"Halo #SobatASABRI

Dalam rangka memperkuat komitmen dan kolaborasi antara Board of Commissioner, Board of Director, dan seluruh Kepala Unit Kerja, ASABRI melaksanakan Rapat Koordinasi Teknis (Rakornis) Tahun 2024 di The GAIA Hotel, Bandung.


Rakornis merupakan momentum penting dalam mengakselerasi langkah-langkah strategis yang akan diambil guna meningkatkan kinerja dan performa layanan ASABRI yang berkualitas demi mewujudkan ASABRI Hebat.


#ASABRIRakornis #ASABRI2024 #KitaBerkualitasKitaHebat #ASABRIUntukIndonesia #BUMNUntukIndonesia",https://www.instagram.com/p/C4r58KZvGKR/,,,
,20 Maret 2024,Kini ASABRI Link hadir di wilayah Sulawesi Tenggara loh..,ASABRI Link,,,Realisasi,Instagram,Video,"Halo #SobatASABRI

Kini ASABRI Link hadir di wilayah Sulawesi Tenggara loh..

Bagi #SobatASABRI yang berdomisili di wilayah Sulawesi Tenggara, Sobat dapat mengunjungi Kantor Cabang ASABRI Kendari dan ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya.

Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Kendari, Sobat bisa mengunjungi @asabri_kckendari ya

ASABRI Link, lebih dekat melayani Peserta

#LayananASABRI
#ASABRILink
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C4t-PtVvuMV/,,,
,20 Maret 2024,turut berduka cita atas gugurnya Serka Mar (Anumerta) Ismunandar,Campaign ASABRI,,,Realisasi,Instagram,Infografis,"Dewan Komisaris, Direksi, dan seluruh Karyawan PT ASABRI (Persero) mengucapkan turut berduka cita atas gugurnya Serka Mar (Anumerta) Ismunandar di Distrik Muara, Puncak Jaya, Papua.

Semoga perjuangan, pengabdian, dan amal ibadah Almarhum diterima di sisi Tuhan Yang Maha Esa.

#LayananASABRI
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C4u2V7GPgQ3/,,,
,21 Maret 2024,"Pengumuman Ketentuan Tunjangan Hari Raya (THR) untuk Pensiunan, Penerima Pensiun, dan Penerima Tunjangan Tahun 2024 ",Campaign ASABRI,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI

Jelang hari raya Idul Fitri, ada kabar gembira nihh… 

Ketentuan Tunjangan Hari Raya (THR) untuk Pensiunan, Penerima Pensiun, dan Penerima Tunjangan Tahun 2024 sudah terbit loh Sobat.

Nah, kapan THR untuk Penerima Pensiun ASABRI akan dibayarkan ya?

Berdasarkan Peraturan Pemerintah Nomor 14 Tahun 2024, Pembayaran  Tunjangan Hari Raya (THR) kepada Pensiunan, Penerima Pensiun, dan Penerima Tunjangan Tahun 2024, akan dibayarkan paling cepat tanggal 22 Maret 2024 dengan ketentuan yang dapat dilihat pada infografis berikut ya Sobat. Jangan lupa disimak ya!

Untuk informasi lain tentang ASABRI, #SobatASABRI bisa menghubungi Contact Center ASABRI atau melalui Kantor Cabang ASABRI di wilayah terdekat Sobat ya... 

#THR2024 #THRASABRI2024 
#KitaBerkualitasKitaHebat 
#ASABRIUntukIndonesia 
#BUMNUntukIndonesia",https://www.instagram.com/p/C4wdcA2ybGi/,,,
,22 Maret 2024, Selamat Ulang Tahun kepada Direktur Investasi PT ASABRI (Persero) Bapak Jeffry Haryadi P. Manullang.,Hari Penting,,,Realisasi,Instagram,Infografis,"Dewan Komisaris, Direksi, dan Karyawan PT ASABRI (Persero) mengucapkan Selamat Ulang Tahun kepada Direktur Investasi PT ASABRI (Persero) Bapak Jeffry Haryadi P. Manullang.

Semoga senantiasa diberikan kesehatan, kesuksesan, dan kebahagiaan.

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C40B0kPyL9c/,,,
,22 Maret 2024,PT ASABRI (Persero) menerima penghargaan dari Komisi Pemberantasan Korupsi (KPK) sebagai Unit Pengendalian Gratifikasi (UPG) Terbaik tahun 2023 dalam kategori Monitoring Evaluasi Implementasi Pengendalian Gratifikasi.,Campaign ASABRI,,,Realisasi,Instagram,Infografis,"PT ASABRI (Persero) menerima penghargaan dari Komisi Pemberantasan Korupsi (KPK) sebagai Unit Pengendalian Gratifikasi (UPG) Terbaik tahun 2023 dalam kategori Monitoring Evaluasi Implementasi Pengendalian Gratifikasi. 

Selain itu, ASABRI meraih peringkat ke-2 dengan kategori BUMN dan peringkat ke-3 Nasional untuk Unit Pengendalian Gratifikasi Instansi di Indonesia dengan nilai pencapaian 98.2. 

Hal ini menegaskan komitmen ASABRI dalam menjaga integritas, salah satunya melalui pengendalian gratifikasi. 

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C4zEiChSYjV/,,,
,22 Maret 2024,REKRUTMEN BERSAMA BUMN 2024 SEGERA DIBUKA!,Campaign Bersama BUMN,,,Realisasi,Instagram,Infografis,"Halo #SobatBUMN dan #SobatFHCI! pejuang #RekrutmenBersamaBUMN

REKRUTMEN BERSAMA BUMN 2024 SEGERA DIBUKA!

BUMN memanggil putra-putri terbaik bangsa untuk meraih impian dalam berkarir dan berkontribusi di seluruh BUMN Grup.

Ayo persiapkan dirimu sebaik-baiknya!

Selalu pantau sosial media kami untuk mendapatkan informasi lebih detail dan lanjut terkait Program RBB 2024.

Raih karir impianmu, dengan belajar, bertumbuh, dan berkontribusi untuk Indonesia.

========================

Waspada Penipuan! yang mengatasnamakan FHCI dan Kementerian BUMN. Informasi resmi RBB 2024 hanya dibagikan melalui instagram @kementerianbumn & @fhci.bumn 

Untuk mengetahui informasi yang kamu terima valid atau tidak, pastikan kamu melakukan konfirmasi ke Helpdesk RBB 2024 melalui WA :+62 811-8954-320

#RBB2024
#RekrutmenBersamaBUMN2024
#LoKerBUMN2024
#BUMNUntukIndonesia
#ForumHumanCapitalIndonesia",https://www.instagram.com/p/C4zwSgTL5uk/,,,
,23 Maret 2024,REKRUTMEN BERSAMA BUMN 2024!,Campaign Bersama BUMN,,,Realisasi,Instagram,Infografis,"Halo #SobatBUMN dan #SobatFHCI! pejuang #RekrutmenBersamaBUMN

REKRUTMEN BERSAMA BUMN 2024!

✨RESMI DIBUKA HARI INI ✨

Yang ditunggu-tunggu tiba juga. 110 BUMN menyediakan 1800+ lowongan pekerjaan, terbuka untuk jenjang SMA/sederajat, D3, S1/D4 dan S2.

Ada waktu 10 hari sampai dengan 1 April 2024 untuk mendaftar.

Pertimbangkan dengan seksama pilihanmu, lengkapi persyaratan terbaikmu dan  asah terus kemampuanmu. Optimis kamu siap mengikuti seluruh rangkaian proses RBB.

Jaga kesehatan dan jangan lupa untuk selalu berdoa,  meminta restu dari orang tua ya!

Kami tunggu kehadiran kalian di BUMN!

Ikuti terus informasi terbaru terkait Rekrutmen Bersama BUMN 2024 hanya  di  media sosial FHCI dan Kementerian BUMN, bukan yang lain.

Raih karir impianmu, dengan belajar, bertumbuh, dan berkontribusi untuk Indonesia!

#RBB2024
#RekrutmenBersamaBUMN2024
#LoKerBUMN2024
#BUMNUntukIndonesia
#ForumHumanCapitalIndonesia",https://www.instagram.com/p/C41vfnxvViU/,,,
,23 Maret 2024,"Mari jaga bumi kita.
Untuk masa kini dan masa depan.
",Campaign ASABRI,,,Realisasi,Instagram,Video,"Halo #SobatASABRI dan #InsanBUMN

Mari jaga bumi kita.
Untuk masa kini dan masa depan.

Mulai aksi nyata, 60 menit untuk bumi kita,
Padamkan lampu dan matikan perangkat elektronik.

Earth Hour
23 Maret 2024
Pukul 20:30 - 21:30 WIB

#EarthHour2024
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C42WONly2mL/,,,
,23 Maret 2024,BUMN menyatakan dukungan untuk Gerakan Earth Hour.,Campaign Bersama BUMN,,,Realisasi,Instagram,Infografis,"BUMN menyatakan dukungan untuk Gerakan Earth Hour.

#BiggestMomentforEarth akan datang sebentar lagi.

#EarthHour bukan hanya tentang mematikan lampu💡 melainkan wadah kita untuk bersatu dan bertindak nyata untuk bumi 🌎🌱

Matikan lampu dan listrik yang tak terpakai pada 23 Maret, pukul 20:30 - 21:30 waktu setempat.

#IniAksiku #1JamUntukBumi #TogetherPossible #BiggestHourforEarth",https://www.instagram.com/p/C42W18DhBpI,,,
,23 Maret 2024,"Earth Hour
Untuk Bumi Kita",Campaign Bersama BUMN,,,Realisasi,Instagram,Video,"Halo #SobatASABRI

Earth Hour 🌏 
Telah kita lalui bersama 
Sejenak menjadi waktu untuk Bumi Kita
Hening bersama untuk saling menghangatkan
Pada keluarga merenungkan cinta pada bumi kita
Untuk masa kini dan masa depan

#1JamUntukBumi
#BighestHourforEarth
#EarthHour2024
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C43GGq7vg51/,,,
,25 Maret 2024,Semangat Hari Senin...,Senin Semangat,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI dan #InsanBUMN

Semangat Hari Senin..

Kamu tahu apa yang bikin Aku semangat di hari Senin?
Jawabannya ada di kata paling pertama. #Eaa. 

Ya, benar! Kamu, Sobat ASABRI selalu menjadi semangat untuk memberikan yang terbaik setiap harinya. 

Yuk semangat terus!

#SelamatHariSenin
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C46xg_pywZ7/,,,
,25 Maret 2024,ASABRI Tolak Gratifikasi,Campaign ASABRI,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI #InsanASABRI dan #InsanBUMN

ASABRI senantiasa berkomitmen untuk menolak segala bentuk Gratifikasi.
Terima kasih untuk tidak memberi dan menerima Gratifikasi. 

Jika menjumpai tindak gratifikasi jangan ragu untuk melaporkan melalui pengaduan@asabri.co.id

Mari menjaga integritas untuk menjadi Insan yang berkualitas dan hebat.

#ASABRITolakGratifikasi
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C47ddhVytED/,,,
,26 Maret 2024,Kini ASABRI Link hadir di wilayah Sulawesi Selatan loh..,ASABRI Link,,,Realisasi,Instagram,Video,"Halo #SobatASABRI

Kini ASABRI Link hadir di wilayah Sulawesi Selatan loh..

Bagi #SobatASABRI yang berdomisili di wilayah Sulawesi Selatan, Sobat dapat mengunjungi Kantor Cabang ASABRI Makassar dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya.

Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Makassar, Sobat bisa mengunjungi @asabri_kcmakassar ya

ASABRI Link, lebih dekat melayani Peserta

#LayananASABRI
#ASABRILink
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C49UyBUSAaH/,,,
,29 Maret 2024,"Selamat Memperingati
Jumat Agung
29 Maret 2024",Hari Besar Nasional,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI

Selamat Memperingati
Jumat Agung
29 Maret 2024 

Semoga terang-Nya memandu jalanmu,
Cinta-Nya memberkati hatimu,
dan Pengorbanan-Nya memperkuat jiwamu.

#JumatAgung
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C5E8i_xygSd/,,,
,30 Maret 2024,H-2 jelang Penutupan Registrasi Online Rekrutmen Bersama BUMN 2024! Registrasi online akan ditutup 1 April 2024.,Campaign Bersama BUMN,,,Realisasi,Instagram,Infografis,"Semangat Pagi! #SobatBUMN #SobatASABRI dan #SobatFHCI🇮🇩

 H-2 jelang Penutupan Registrasi Online Rekrutmen Bersama BUMN 2024! Registrasi online akan ditutup 1 April 2024.

Saatnya untuk memastikan data registrasi sudah kamu lengkapi dan sesuai dengan semua persyaratan yang telah ditetapkan. 

Sambil tetap mengeksplore peluang-peluang di banyak posisi yg masih terbuka.

Kualifikasi yang tepat dan kelengkapan informasi adalah kunci awal memastikan kesempatan memasuki tahap selanjutnya.

Pastikan kamu tetap terhubung untuk mendapatkan informasi terbaru seputar Rekrutmen Bersama BUMN 2024. 

Persiapan terbaik untuk meraih kesuksesan! 🚀💼

Selalu pantau sosial media kami untuk mendapatkan informasi lebih detail dan lebih lanjut terkait Program RBB 2024.

Raih karir impianmu, dengan belajar, bertumbuh, dan berkontribusi untuk Indonesia.

========================

Waspada Penipuan! yang mengatasnamakan FHCI dan Kementerian BUMN. Informasi resmi RBB 2024 hanya dibagikan melalui instagram @kementerianbumn & @fhci.bumn

#RBB2024
#RekrutmenBersamaBUMN2024
#LoKerBUMN2024
#BUMNUntukIndonesia
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#ForumHumanCapitalIndonesia",https://www.instagram.com/p/C5IFb6ISpPQ/,,,
,31 Maret 2024,Selamat Hari Raya Paskah,Hari Besar Nasional,,,Realisasi,Instagram,Infografis,"Selamat Hari Raya Paskah untuk #InsanASABRI dan #SobatASABRI yang merayakan.

Paskah adalah pengingat bahwa keajaiban terjadi dan permulaan baru akan segera tiba. Semoga semangat Paskah membawa kebahagiaan, kedamaian, dan berkat kepada kita serta seluruh umat manusia.

#HariRayaPaskah
#KitaHebatKitaBerkualitas
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C5KE9qxygw3/,,,
,01 April 2024,Semangat Hari Senin...,Senin Semangat,,,Realisasi,Instagram,Video,"Semangat Pagi #SobatASABRI dan #InsanBUMN

Semangat Hari Senin dan Selamat datang di bulan April..

Bulan April ini identik dengan Kartini, sosok pahlawan perempuan Indonesia yang berjuang untuk kemajuan perempuan yang mengawalinya dari mimpi. Ia mewujudkan mimpinya dengan usaha, kerja keras, dan kesungguhan. 

Untuk itu, mari bersama kita saling bergandengan dan tersenyumlah untuk dunia. Meski penuh tantangan, tapi percayalah bahwa ""Habis Gelap, Terbitlah Terang"". 

""Hard work always pays off, not instantly but eventually""

#SelamatHariSenin
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C5MpAjSSq3l/,,,
,01 April 2024,Ayo Autentifikasi di Aplikasi ASABRI STAR,Campaign ASABRI,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI

Jalan-jalan ke kota Madiun
Lalu mampir ke kota Blitar
Ayo #SobatASABRI Peserta Pensiun
Segera Autentikasi di ASABRI STAR

#DenganASABRISTARGajiPensiunLancar
#KitaHebatKitaBerkualitas
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C5NUGuzSn7T/,,,
,02 April 2024,Kini ASABRI Link hadir di wilayah Sulawesi Tengah loh..,ASABRI Link,,,Realisasi,Instagram,Video,"Halo #SobatASABRI

Kini ASABRI Link hadir di wilayah Sulawesi Tengah loh..

Bagi #SobatASABRI yang berdomisili di wilayah Sulawesi Tengah, Sobat dapat mengunjungi Kantor Cabang ASABRI Palu dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya.

Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Palu, Sobat bisa mengunjungi @asabri_kcpalu ya

ASABRI Link, lebih dekat melayani Peserta

#LayananASABRI
#ASABRILink
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C5P4rtwSrJX/,,,
